soil_moisture,ph,nutrients_level,luminosity,temperature,air_humidity,productivity_index,productivity_classification,recommendation,irrigation_volume,fertilization_need
78.97,5.65,85.86,23.5,19.93,83.75,83.13,Alta,Condições adequadas. Nenhuma ação imediata necessária.,0.0,Baixa
76.05,5.42,37.03,20.47,17.67,81.64,62.32,Moderada,Irrigação bloqueada: corrigir pH e nível de nutrientes.,0.0,Alta
87.28,7.35,94.14,28.43,18.04,92.97,70.44,Alta,Irrigação bloqueada: pH inadequado. Corrigir o solo antes de irrigar.,0.0,Baixa
68.64,5.72,64.38,26.8,16.82,60.52,71.13,Alta,Condições adequadas. Nenhuma ação imediata necessária.,0.0,Média
51.08,5.69,52.76,30.77,18.35,77.27,65.76,Moderada,Condições adequadas. Nenhuma ação imediata necessária.,2.0,Média
79.85,4.99,59.98,5,18.33,79.29,52.77,Moderada,Irrigação bloqueada: pH inadequado. Corrigir o solo antes de irrigar.,0.0,Média
93.04,6.3,77.54,24.09,18.83,88.79,61.26,Moderada,Condições adequadas. Nenhuma ação imediata necessária.,0.0,Média
56.15,6.2,68.35,18.48,19.08,95,63.95,Moderada,Condições adequadas. Nenhuma ação imediata necessária.,0.0,Média
58.13,6.85,51.25,24.23,19.05,82.96,66.88,Moderada,Condições adequadas. Nenhuma ação imediata necessária.,0.0,Média
70.08,6.24,86.79,30.17,23.47,76.0,83.23,Alta,Condições adequadas. Nenhuma ação imediata necessária.,0.0,Baixa
56.15,5.74,66.55,40.36,23.9,74.21,74.59,Alta,Condições adequadas. Nenhuma ação imediata necessária.,0.0,Média
76.88,5.62,49.08,5,22.26,84.73,66.79,Moderada,Irrigação bloqueada: nível de nutrientes baixo. Fertilizar antes de irrigar.,0.0,Alta
81.82,6.58,71.28,36.59,19.24,83.46,80.14,Alta,Condições adequadas. Nenhuma ação imediata necessária.,0.0,Média
54.48,6.81,85.04,17.71,24.03,81.17,68.83,Moderada,Condições adequadas. Nenhuma ação imediata necessária.,2.0,Baixa
35.25,6.6,51.25,28.69,22.44,55.19,64.53,Moderada,Irrigação recomendada.,5.0,Média
62.77,5.82,70.19,23.89,18.67,82.49,81.31,Alta,Condições adequadas. Nenhuma ação imediata necessária.,0.0,Média
68.49,5.74,70.59,5,19.77,78.4,69.97,Moderada,Condições adequadas. Nenhuma ação imediata necessária.,0.0,Média
70.4,4.19,61.24,19.76,18.17,68.68,46.58,Moderada,Irrigação bloqueada: pH inadequado. Corrigir o solo antes de irrigar.,0.0,Média
67.22,6.14,88.17,23.08,17.92,88.54,82.13,Alta,Condições adequadas. Nenhuma ação imediata necessária.,0.0,Baixa
91.36,6.64,58.47,19.64,23.56,87.3,54.8,Moderada,Condições adequadas. Nenhuma ação imediata necessária.,0.0,Média
67.43,6.67,68.59,31.07,18.13,86.32,78.07,Alta,Condições adequadas. Nenhuma ação imediata necessária.,0.0,Média
64.98,6.08,73.63,40.27,20.46,71.36,87.76,Alta,Condições adequadas. Nenhuma ação imediata necessária.,0.0,Média
82.97,6.28,92.09,33.53,15.39,63.97,78.09,Alta,Condições adequadas. Nenhuma ação imediata necessária.,0.0,Baixa
73.08,7.61,64.35,31.72,17.22,75.23,62.53,Moderada,Irrigação bloqueada: pH inadequado. Corrigir o solo antes de irrigar.,0.0,Média
56.59,5.64,93.52,25.09,22.42,67.89,82.39,Alta,Condições adequadas. Nenhuma ação imediata necessária.,0.0,Baixa
73.58,6.48,78.75,42.18,26.32,57.57,86.1,Alta,Condições adequadas. Nenhuma ação imediata necessária.,0.0,Média
68.83,5.81,77.48,78.54,26.57,71.34,94.98,Alta,Condições adequadas. Nenhuma ação imediata necessária.,0.0,Média
47.57,5.83,54.6,66.84,31.3,52.1,82.59,Alta,Condições adequadas. Nenhuma ação imediata necessária.,2.0,Média
42.55,7.5,55.8,77.68,33.55,37.84,65.09,Moderada,Irrigação bloqueada: pH inadequado. Corrigir o solo antes de irrigar.,0.0,Média
41.32,5.8,57.64,69.5,33.66,35.5,74.89,Alta,Condições adequadas. Nenhuma ação imediata necessária.,2.0,Média
47.7,5.96,76.47,80.18,30.76,42.77,86.67,Alta,Condições adequadas. Nenhuma ação imediata necessária.,2.0,Média
28.19,5.8,49.59,82.17,32.66,27.7,66.82,Moderada,Irrigação bloqueada: nível de nutrientes baixo. Fertilizar antes de irrigar.,0.0,Alta
73.27,7.05,73.37,80.6,29.96,48.49,88.65,Alta,Irrigação bloqueada: pH inadequado. Corrigir o solo antes de irrigar.,0.0,Média
37.23,4.65,52.86,93.77,32.17,40.89,49.89,Moderada,Irrigação bloqueada: pH inadequado. Corrigir o solo antes de irrigar.,0.0,Média
38.0,6.52,81.85,95.2,31.34,25.96,71.37,Alta,Irrigação recomendada.,5.0,Baixa
57.65,5.82,65.69,100,29.75,51.97,72.06,Alta,Condições adequadas. Nenhuma ação imediata necessária.,0.0,Média
43.3,5.52,88.24,83.18,30.52,39.64,85.51,Alta,Condições adequadas. Nenhuma ação imediata necessária.,2.0,Baixa
17.92,6.54,77.84,72.28,33.88,37.22,72.61,Alta,Irrigação urgente recomendada.,8.0,Média
36.01,6.54,45.89,81.85,36.38,72.78,79.8,Alta,Irrigação bloqueada: nível de nutrientes baixo. Fertilizar antes de irrigar.,0.0,Alta
33.64,6.14,43.63,64.27,31.65,53.06,70.56,Alta,Irrigação bloqueada: nível de nutrientes baixo. Fertilizar antes de irrigar.,0.0,Alta
45.78,8.21,50.87,59.4,28.24,38.26,62.28,Moderada,Irrigação bloqueada: pH inadequado. Corrigir o solo antes de irrigar.,0.0,Média
50.65,6.94,67.37,49.92,16.97,53.04,78.79,Alta,Condições adequadas. Nenhuma ação imediata necessária.,2.0,Média
64.87,5.27,64.29,54.87,24.77,64.61,86.71,Alta,Irrigação bloqueada: pH inadequado. Corrigir o solo antes de irrigar.,0.0,Média
68.01,6.05,75.74,12.44,20.09,72.38,71.72,Alta,Condições adequadas. Nenhuma ação imediata necessária.,0.0,Média
77.41,6.71,93.49,40.89,21.45,91.04,90.11,Alta,Condições adequadas. Nenhuma ação imediata necessária.,0.0,Baixa
95.38,5.94,46.09,16.48,13.4,88.96,51.83,Moderada,Irrigação bloqueada: nível de nutrientes baixo. Fertilizar antes de irrigar.,0.0,Alta
67.98,6.16,97.01,11.15,17.39,94.32,80.73,Alta,Condições adequadas. Nenhuma ação imediata necessária.,0.0,Baixa
74.67,6.67,58.58,7.23,23.82,68.07,67.7,Moderada,Condições adequadas. Nenhuma ação imediata necessária.,0.0,Média
56.62,6.73,89.68,6.65,24.53,83.0,71.97,Alta,Condições adequadas. Nenhuma ação imediata necessária.,0.0,Baixa
68.92,6.21,50.14,28.36,22.05,82.47,70.62,Alta,Condições adequadas. Nenhuma ação imediata necessária.,0.0,Média
65.66,7.03,73.04,25.41,16.73,81.83,72.78,Alta,Irrigação bloqueada: pH inadequado. Corrigir o solo antes de irrigar.,0.0,Média
70.82,5.01,67.64,16.56,18.56,79.28,65.33,Moderada,Irrigação bloqueada: pH inadequado. Corrigir o solo antes de irrigar.,0.0,Média
64.07,5.9,46.1,24.72,15.55,78.63,70.06,Alta,Irrigação bloqueada: nível de nutrientes baixo. Fertilizar antes de irrigar.,0.0,Alta
55.68,6.59,64.42,20.11,20.23,83.18,69.87,Moderada,Condições adequadas. Nenhuma ação imediata necessária.,0.0,Média
68.8,6.21,49.98,8.9,17.37,87.74,74.47,Alta,Irrigação bloqueada: nível de nutrientes baixo. Fertilizar antes de irrigar.,0.0,Alta
75.26,7.63,77.25,5,12.51,77.8,60.06,Moderada,Irrigação bloqueada: pH inadequado. Corrigir o solo antes de irrigar.,0.0,Média
65.94,6.46,100,31.04,19.3,66.36,84.45,Alta,Condições adequadas. Nenhuma ação imediata necessária.,0.0,Baixa
74.5,6.93,80.67,35.09,14.65,94.26,90.61,Alta,Condições adequadas. Nenhuma ação imediata necessária.,0.0,Baixa
58.86,6.22,39.04,21.17,16.9,80.72,65.19,Moderada,Irrigação bloqueada: nível de nutrientes baixo. Fertilizar antes de irrigar.,0.0,Alta
68.44,6.18,63.41,31.73,22.85,92.51,78.08,Alta,Condições adequadas. Nenhuma ação imediata necessária.,0.0,Média
81.37,6.66,85.83,28.61,20.08,71.24,75.34,Alta,Condições adequadas. Nenhuma ação imediata necessária.,0.0,Baixa
39.16,7.8,72.33,16.87,25.2,73.44,43.26,Moderada,Irrigação bloqueada: pH inadequado. Corrigir o solo antes de irrigar.,0.0,Média
85.45,6.68,82.84,12.98,12.58,95,65.92,Moderada,Condições adequadas. Nenhuma ação imediata necessária.,0.0,Baixa
67.94,6.86,69.83,25.5,22.47,64.36,76.49,Alta,Condições adequadas. Nenhuma ação imediata necessária.,0.0,Média
62.72,6.87,58.67,18.01,17.53,84.9,68.37,Moderada,Condições adequadas. Nenhuma ação imediata necessária.,0.0,Média
51.11,7.44,41.86,34.02,18.49,86.25,58.21,Moderada,Irrigação bloqueada: corrigir pH e nível de nutrientes.,0.0,Alta
85.2,7.6,63.74,17.31,16.56,79.8,47.54,Moderada,Irrigação bloqueada: pH inadequado. Corrigir o solo antes de irrigar.,0.0,Média
50.77,6.38,81.21,5,24.49,73.47,72.86,Alta,Condições adequadas. Nenhuma ação imediata necessária.,2.0,Baixa
54.25,6.17,82.48,46.1,21.41,78.16,85.51,Alta,Condições adequadas. Nenhuma ação imediata necessária.,2.0,Baixa
89.41,5.9,66.55,27.4,12.94,77.47,77.21,Alta,Condições adequadas. Nenhuma ação imediata necessária.,0.0,Média
74.37,5.97,26.96,28.25,25.38,91.23,65.84,Moderada,Irrigação bloqueada: nível de nutrientes baixo. Fertilizar antes de irrigar.,0.0,Alta
46.7,6.45,31.1,45.84,24.52,80.51,68.07,Moderada,Irrigação bloqueada: nível de nutrientes baixo. Fertilizar antes de irrigar.,0.0,Alta
87.63,5.22,63.34,53.14,17.37,72.46,80.13,Alta,Irrigação bloqueada: pH inadequado. Corrigir o solo antes de irrigar.,0.0,Média
35.3,6.2,91.16,61.01,27.27,61.86,84.26,Alta,Irrigação recomendada.,5.0,Baixa
44.28,5.51,43.48,71.27,26.37,49.46,72.07,Alta,Irrigação bloqueada: nível de nutrientes baixo. Fertilizar antes de irrigar.,0.0,Alta
40.6,6.62,76.97,66.75,25.89,57.87,84.66,Alta,Condições adequadas. Nenhuma ação imediata necessária.,2.0,Média
26.18,6.94,98.23,79.64,32.63,49.28,79.25,Alta,Irrigação recomendada.,5.0,Baixa
42.49,5.64,69.01,100,34.08,61.63,65.44,Moderada,Condições adequadas. Nenhuma ação imediata necessária.,2.0,Média
42.62,5.57,58.47,87.05,31.16,44.51,71.54,Alta,Condições adequadas. Nenhuma ação imediata necessária.,2.0,Média
37.01,6.51,46.76,86.85,28.23,25.3,60.97,Moderada,Irrigação bloqueada: nível de nutrientes baixo. Fertilizar antes de irrigar.,0.0,Alta
24.19,6.21,65.86,96.13,40,47.34,57.04,Moderada,Irrigação urgente recomendada.,8.0,Média
47.61,5.79,77.17,73.15,32.54,46.32,89.35,Alta,Condições adequadas. Nenhuma ação imediata necessária.,2.0,Média
61.2,6.6,89.23,77.61,28.98,45.52,100,Alta,Condições adequadas. Nenhuma ação imediata necessária.,0.0,Baixa
59.64,7.37,57.42,69.27,34.05,51.96,77.31,Alta,Irrigação bloqueada: pH inadequado. Corrigir o solo antes de irrigar.,0.0,Média
26.83,5.66,73.9,93.99,30.02,44.72,68.6,Moderada,Irrigação recomendada.,5.0,Média
31.13,6.22,58.94,80.61,36.03,57.54,78.04,Alta,Irrigação recomendada.,5.0,Média
32.44,7.18,24.09,84.15,27.57,56.07,59.33,Moderada,Irrigação bloqueada: corrigir pH e nível de nutrientes.,0.0,Alta
19.91,5.29,57.43,61.0,31.06,54.32,64.82,Moderada,Irrigação bloqueada: pH inadequado. Corrigir o solo antes de irrigar.,0.0,Média
41.31,6.61,70.29,82.19,29.71,67.82,76.12,Alta,Condições adequadas. Nenhuma ação imediata necessária.,2.0,Média
62.9,5.89,58.43,50.8,24.86,64.65,84.85,Alta,Condições adequadas. Nenhuma ação imediata necessária.,0.0,Média
64.27,5.93,50.65,52.85,24.03,65.7,86.16,Alta,Condições adequadas. Nenhuma ação imediata necessária.,0.0,Média
53.63,5.3,60.66,33.99,23.32,66.28,58.3,Moderada,Irrigação bloqueada: pH inadequado. Corrigir o solo antes de irrigar.,0.0,Média
61.83,6.13,84.21,21.21,22.56,77.89,79.36,Alta,Condições adequadas. Nenhuma ação imediata necessária.,0.0,Baixa
67.52,5.89,73.62,25.31,16.71,84.23,78.04,Alta,Condições adequadas. Nenhuma ação imediata necessária.,0.0,Média
69.35,5.84,45.25,5.44,17.45,71.96,67.22,Moderada,Irrigação bloqueada: nível de nutrientes baixo. Fertilizar antes de irrigar.,0.0,Alta
79.0,6.1,72.65,24.82,18.41,79.66,76.57,Alta,Condições adequadas. Nenhuma ação imediata necessária.,0.0,Média
64.94,5.74,46.36,26.69,18.54,86.15,72.33,Alta,Irrigação bloqueada: nível de nutrientes baixo. Fertilizar antes de irrigar.,0.0,Alta
87.04,4.77,29.5,14.49,14.85,92.01,36.08,Baixa,Irrigação bloqueada: corrigir pH e nível de nutrientes.,0.0,Alta
54.58,7.3,59.08,21.88,27.58,72.55,65.06,Moderada,Irrigação bloqueada: pH inadequado. Corrigir o solo antes de irrigar.,0.0,Média
80.75,5.25,64.86,31.21,18.91,89.06,60.89,Moderada,Irrigação bloqueada: pH inadequado. Corrigir o solo antes de irrigar.,0.0,Média
69.27,6.29,92.94,20.36,15.12,74.03,85.01,Alta,Condições adequadas. Nenhuma ação imediata necessária.,0.0,Baixa
19.45,5.72,76.34,37.19,23.19,91.1,64.53,Moderada,Irrigação urgente recomendada.,8.0,Média
62.11,7.6,60.4,13.67,21.14,82.38,57.88,Moderada,Irrigação bloqueada: pH inadequado. Corrigir o solo antes de irrigar.,0.0,Média
55.81,6.13,43.42,19.4,19.32,79.13,61.13,Moderada,Irrigação bloqueada: nível de nutrientes baixo. Fertilizar antes de irrigar.,0.0,Alta
56.64,4.82,75.59,21.36,17.59,88.36,55.45,Moderada,Irrigação bloqueada: pH inadequado. Corrigir o solo antes de irrigar.,0.0,Média
60.27,5.63,95.11,5,19.52,89.73,75.25,Alta,Condições adequadas. Nenhuma ação imediata necessária.,0.0,Baixa
62.58,5.66,56.01,30.18,20.38,76.19,74.87,Alta,Condições adequadas. Nenhuma ação imediata necessária.,0.0,Média
65.85,6.9,65.23,11.52,13.73,87.7,78.34,Alta,Condições adequadas. Nenhuma ação imediata necessária.,0.0,Média
55.95,5.98,38.25,26.7,14.69,71.02,61.75,Moderada,Irrigação bloqueada: nível de nutrientes baixo. Fertilizar antes de irrigar.,0.0,Alta
74.22,5.55,78.87,20.18,14.0,81.2,81.18,Alta,Condições adequadas. Nenhuma ação imediata necessária.,0.0,Média
62.53,6.65,74.8,33.12,21.13,80.3,75.72,Alta,Condições adequadas. Nenhuma ação imediata necessária.,0.0,Média
72.7,5.81,68.0,31.12,17.2,91.07,81.85,Alta,Condições adequadas. Nenhuma ação imediata necessária.,0.0,Média
88.33,7.49,86.59,11.01,13.53,79.95,56.35,Moderada,Irrigação bloqueada: pH inadequado. Corrigir o solo antes de irrigar.,0.0,Baixa
54.44,6.09,46.69,17.15,17.47,80.59,66.22,Moderada,Irrigação bloqueada: nível de nutrientes baixo. Fertilizar antes de irrigar.,0.0,Alta
78.81,6.74,88.92,20.72,17.34,72.08,84.35,Alta,Condições adequadas. Nenhuma ação imediata necessária.,0.0,Baixa
63.05,6.81,58.07,14.38,16.67,75.89,70.23,Alta,Condições adequadas. Nenhuma ação imediata necessária.,0.0,Média
75.44,6.59,67.53,29.04,17.55,89.83,78.57,Alta,Condições adequadas. Nenhuma ação imediata necessária.,0.0,Média
82.62,6.13,77.04,9.68,16.32,84.0,66.18,Moderada,Condições adequadas. Nenhuma ação imediata necessária.,0.0,Média
56.71,5.85,59.09,19.74,20.87,79.59,63.98,Moderada,Condições adequadas. Nenhuma ação imediata necessária.,0.0,Média
64.72,5.88,73.04,20.42,23.5,73.22,76.75,Alta,Condições adequadas. Nenhuma ação imediata necessária.,0.0,Média
45.25,5.87,79.69,37.65,26.91,55.3,78.82,Alta,Condições adequadas. Nenhuma ação imediata necessária.,2.0,Média
57.24,5.91,70.05,47.93,22.53,74.25,82.17,Alta,Condições adequadas. Nenhuma ação imediata necessária.,0.0,Média
48.29,5.22,55.24,37.74,24.06,58.18,69.2,Moderada,Irrigação bloqueada: pH inadequado. Corrigir o solo antes de irrigar.,0.0,Média
21.29,5.39,85.51,73.41,35.17,39.19,66.64,Moderada,Irrigação bloqueada: pH inadequado. Corrigir o solo antes de irrigar.,0.0,Baixa
59.07,6.46,56.09,57.31,32.71,42.76,85.01,Alta,Condições adequadas. Nenhuma ação imediata necessária.,0.0,Média
35.26,7.4,88.01,90.41,35.93,42.32,68.89,Moderada,Irrigação bloqueada: pH inadequado. Corrigir o solo antes de irrigar.,0.0,Baixa
30.66,6.14,46.55,74.47,28.58,31.75,74.69,Alta,Irrigação bloqueada: nível de nutrientes baixo. Fertilizar antes de irrigar.,0.0,Alta
52.91,6.69,45.85,56.67,29.96,35.99,80.78,Alta,Irrigação bloqueada: nível de nutrientes baixo. Fertilizar antes de irrigar.,0.0,Alta
40.81,7.4,100,76.87,33.81,30.6,81.47,Alta,Irrigação bloqueada: pH inadequado. Corrigir o solo antes de irrigar.,0.0,Baixa
33.49,4.99,56.65,77.62,31.34,32.53,63.21,Moderada,Irrigação bloqueada: pH inadequado. Corrigir o solo antes de irrigar.,0.0,Média
48.54,5.11,52.78,100,34.27,41.99,65.21,Moderada,Irrigação bloqueada: pH inadequado. Corrigir o solo antes de irrigar.,0.0,Média
19.98,7.18,53.38,84.82,31.35,48.26,62.25,Moderada,Irrigação bloqueada: pH inadequado. Corrigir o solo antes de irrigar.,0.0,Média
30.16,6.93,77.12,84.68,34.27,51.14,84.09,Alta,Irrigação recomendada.,5.0,Média
37.98,7.05,61.3,74.28,34.92,51.46,71.36,Alta,Irrigação bloqueada: pH inadequado. Corrigir o solo antes de irrigar.,0.0,Média
59.7,6.23,78.45,74.33,30.45,49.22,89.86,Alta,Condições adequadas. Nenhuma ação imediata necessária.,0.0,Média
57.03,6.6,52.67,59.19,31.86,64.08,85.14,Alta,Condições adequadas. Nenhuma ação imediata necessária.,0.0,Média
46.73,6.7,54.93,44.21,27.98,68.83,77.88,Alta,Condições adequadas. Nenhuma ação imediata necessária.,2.0,Média
56.74,5.02,95.14,38.02,24.68,55.9,79.56,Alta,Irrigação bloqueada: pH inadequado. Corrigir o solo antes de irrigar.,0.0,Baixa
57.65,6.52,96.63,40.92,29.12,65.74,87.05,Alta,Condições adequadas. Nenhuma ação imediata necessária.,0.0,Baixa
62.08,5.81,53.45,25.3,22.91,74.49,70.37,Alta,Condições adequadas. Nenhuma ação imediata necessária.,0.0,Média
71.06,7.11,49.36,34.91,18.16,71.38,65.21,Moderada,Irrigação bloqueada: corrigir pH e nível de nutrientes.,0.0,Alta
54.3,6.62,57.14,15.27,20.62,73.68,60.46,Moderada,Condições adequadas. Nenhuma ação imediata necessária.,2.0,Média
86.0,6.17,65.53,19.87,16.07,79.81,62.71,Moderada,Condições adequadas. Nenhuma ação imediata necessária.,0.0,Média
86.87,8.44,62.68,5,19.57,90.14,43.67,Moderada,Irrigação bloqueada: pH inadequado. Corrigir o solo antes de irrigar.,0.0,Média
78.73,6.75,65.61,6.8,24.93,89.93,65.06,Moderada,Condições adequadas. Nenhuma ação imediata necessária.,0.0,Média
54.62,6.95,73.38,35.0,21.14,84.06,81.35,Alta,Condições adequadas. Nenhuma ação imediata necessária.,2.0,Média
69.85,5.52,99.22,6.72,15.41,81.28,78.71,Alta,Condições adequadas. Nenhuma ação imediata necessária.,0.0,Baixa
59.96,6.16,45.06,19.22,19.83,93.78,62.64,Moderada,Irrigação bloqueada: nível de nutrientes baixo. Fertilizar antes de irrigar.,0.0,Alta
91.04,6.22,57.49,25.11,19.51,84.28,56.68,Moderada,Condições adequadas. Nenhuma ação imediata necessária.,0.0,Média
57.78,6.71,78.82,32.37,20.88,85.84,74.97,Alta,Condições adequadas. Nenhuma ação imediata necessária.,0.0,Média
61.2,6.07,37.13,18.42,20.52,85.2,65.78,Moderada,Irrigação bloqueada: nível de nutrientes baixo. Fertilizar antes de irrigar.,0.0,Alta
62.67,6.74,55.43,18.68,23.96,67.73,70.06,Alta,Condições adequadas. Nenhuma ação imediata necessária.,0.0,Média
24.34,6.36,69.69,23.4,20.69,80.13,56.85,Moderada,Irrigação urgente recomendada.,8.0,Média
88.92,5.7,89.34,5,20.67,85.17,69.88,Moderada,Condições adequadas. Nenhuma ação imediata necessária.,0.0,Baixa
61.85,7.48,68.34,14.04,20.6,89.01,61.5,Moderada,Irrigação bloqueada: pH inadequado. Corrigir o solo antes de irrigar.,0.0,Média
66.22,6.38,65.98,6.34,22.43,77.58,73.94,Alta,Condições adequadas. Nenhuma ação imediata necessária.,0.0,Média
64.63,6.1,90.29,14.22,15.45,63.59,75.81,Alta,Condições adequadas. Nenhuma ação imediata necessária.,0.0,Baixa
57.95,6.0,80.22,32.28,18.08,95,78.02,Alta,Condições adequadas. Nenhuma ação imediata necessária.,0.0,Baixa
72.1,5.08,57.94,30.13,14.73,90.71,67.36,Moderada,Irrigação bloqueada: pH inadequado. Corrigir o solo antes de irrigar.,0.0,Média
81.17,5.64,37.94,10.41,23.18,86.3,58.12,Moderada,Irrigação bloqueada: nível de nutrientes baixo. Fertilizar antes de irrigar.,0.0,Alta
68.89,6.9,69.38,20.41,21.76,87.28,79.11,Alta,Condições adequadas. Nenhuma ação imediata necessária.,0.0,Média
39.99,7.32,60.14,43.74,23.13,73.58,62.21,Moderada,Irrigação bloqueada: pH inadequado. Corrigir o solo antes de irrigar.,0.0,Média
51.03,4.96,24.95,14.14,20.05,78.69,37.35,Baixa,Irrigação bloqueada: corrigir pH e nível de nutrientes.,0.0,Alta
83.26,7.29,57.97,34.7,16.0,81.81,62.52,Moderada,Irrigação bloqueada: pH inadequado. Corrigir o solo antes de irrigar.,0.0,Média
76.01,5.64,71.71,15.49,12.8,89.66,73.76,Alta,Condições adequadas. Nenhuma ação imediata necessária.,0.0,Média
73.44,6.87,64.11,22.0,15.9,80.6,74.57,Alta,Condições adequadas. Nenhuma ação imediata necessária.,0.0,Média
66.19,7.09,87.05,34.23,24.79,71.75,78.87,Alta,Irrigação bloqueada: pH inadequado. Corrigir o solo antes de irrigar.,0.0,Baixa
49.06,6.53,72.23,41.52,27.13,81.95,78.85,Alta,Condições adequadas. Nenhuma ação imediata necessária.,2.0,Média
75.06,7.16,92.28,42.84,17.93,71.61,82.81,Alta,Irrigação bloqueada: pH inadequado. Corrigir o solo antes de irrigar.,0.0,Baixa
43.37,4.53,63.88,53.08,30.94,69.64,59.55,Moderada,Irrigação bloqueada: pH inadequado. Corrigir o solo antes de irrigar.,0.0,Média
49.75,5.39,100,63.37,30.63,44.85,86.38,Alta,Irrigação bloqueada: pH inadequado. Corrigir o solo antes de irrigar.,0.0,Baixa
34.16,5.58,89.11,75.2,25.56,35.24,80.66,Alta,Irrigação recomendada.,5.0,Baixa
12.19,5.89,85.47,85.46,31.46,47.79,70.21,Alta,Irrigação urgente recomendada.,8.0,Baixa
51.47,5.94,75.8,82.42,26.53,46.64,85.92,Alta,Condições adequadas. Nenhuma ação imediata necessária.,2.0,Média
61.01,6.84,67.09,60.58,29.88,37.67,90.41,Alta,Condições adequadas. Nenhuma ação imediata necessária.,0.0,Média
27.59,7.16,76.66,94.31,37.3,33.69,58.07,Moderada,Irrigação bloqueada: pH inadequado. Corrigir o solo antes de irrigar.,0.0,Média
40.79,6.29,97.75,100,34.65,32.82,75.96,Alta,Condições adequadas. Nenhuma ação imediata necessária.,2.0,Baixa
23.25,5.21,75.01,95.8,33.43,44.17,56.0,Moderada,Irrigação bloqueada: pH inadequado. Corrigir o solo antes de irrigar.,0.0,Média
51.28,6.4,56.46,84.56,26.49,31.66,80.54,Alta,Condições adequadas. Nenhuma ação imediata necessária.,2.0,Média
35.19,6.41,73.09,90.81,32.04,40.16,70.46,Alta,Irrigação recomendada.,5.0,Média
23.42,5.55,84.57,100,30.05,44.53,66.71,Moderada,Irrigação urgente recomendada.,8.0,Baixa
33.82,7.1,20.68,83.2,28.97,48.46,57.96,Moderada,Irrigação bloqueada: corrigir pH e nível de nutrientes.,0.0,Alta
59.89,7.38,76.19,65.97,34.25,47.1,76.2,Alta,Irrigação bloqueada: pH inadequado. Corrigir o solo antes de irrigar.,0.0,Média
56.5,5.3,82.12,60.45,27.3,55.51,79.24,Alta,Irrigação bloqueada: pH inadequado. Corrigir o solo antes de irrigar.,0.0,Baixa
71.31,7.15,44.26,58.37,28.35,55.39,75.75,Alta,Irrigação bloqueada: corrigir pH e nível de nutrientes.,0.0,Alta
54.56,7.22,81.89,68.8,26.36,66.03,83.69,Alta,Irrigação bloqueada: pH inadequado. Corrigir o solo antes de irrigar.,0.0,Baixa
50.31,5.82,54.02,38.67,26.3,53.05,73.66,Alta,Condições adequadas. Nenhuma ação imediata necessária.,2.0,Média
56.99,6.68,87.17,14.03,26.59,69.43,73.89,Alta,Condições adequadas. Nenhuma ação imediata necessária.,0.0,Baixa
71.86,6.32,84.36,23.96,21.43,69.28,84.41,Alta,Condições adequadas. Nenhuma ação imediata necessária.,0.0,Baixa
49.63,6.55,98.3,29.38,20.72,82.7,78.49,Alta,Condições adequadas. Nenhuma ação imediata necessária.,2.0,Baixa
56.53,4.49,56.93,11.87,20.98,95,43.23,Moderada,Irrigação bloqueada: pH inadequado. Corrigir o solo antes de irrigar.,0.0,Média
59.0,5.68,74.48,18.29,18.17,77.98,68.8,Moderada,Condições adequadas. Nenhuma ação imediata necessária.,0.0,Média
73.14,6.09,72.59,5,24.06,85.53,70.34,Alta,Condições adequadas. Nenhuma ação imediata necessária.,0.0,Média
45.11,6.07,78.64,39.0,23.53,80.08,81.18,Alta,Condições adequadas. Nenhuma ação imediata necessária.,2.0,Média
83.64,7.01,79.95,10.45,19.51,75.01,58.22,Moderada,Irrigação bloqueada: pH inadequado. Corrigir o solo antes de irrigar.,0.0,Média
63.28,7.35,100,22.48,22.55,65.26,76.37,Alta,Irrigação bloqueada: pH inadequado. Corrigir o solo antes de irrigar.,0.0,Baixa
43.37,4.79,70.78,23.31,22.34,91.65,51.44,Moderada,Irrigação bloqueada: pH inadequado. Corrigir o solo antes de irrigar.,0.0,Média
90.32,5.86,70.84,18.51,17.95,92.22,52.32,Moderada,Condições adequadas. Nenhuma ação imediata necessária.,0.0,Média
55.65,5.51,91.0,40.83,14.51,73.44,91.05,Alta,Condições adequadas. Nenhuma ação imediata necessária.,0.0,Baixa
57.86,7.3,67.34,23.13,17.92,87.77,65.39,Moderada,Irrigação bloqueada: pH inadequado. Corrigir o solo antes de irrigar.,0.0,Média
65.81,6.97,34.67,11.7,18.35,69.04,61.14,Moderada,Irrigação bloqueada: nível de nutrientes baixo. Fertilizar antes de irrigar.,0.0,Alta
68.08,6.51,67.36,14.29,18.01,81.28,67.64,Moderada,Condições adequadas. Nenhuma ação imediata necessária.,0.0,Média
41.92,6.47,76.56,23.76,22.85,84.06,64.17,Moderada,Condições adequadas. Nenhuma ação imediata necessária.,2.0,Média
69.39,6.68,65.03,20.91,23.08,94.94,76.48,Alta,Condições adequadas. Nenhuma ação imediata necessária.,0.0,Média
58.4,7.4,86.73,36.62,22.08,86.94,73.45,Alta,Irrigação bloqueada: pH inadequado. Corrigir o solo antes de irrigar.,0.0,Baixa
40.54,5.2,85.81,33.06,19.54,84.23,59.54,Moderada,Irrigação bloqueada: pH inadequado. Corrigir o solo antes de irrigar.,0.0,Baixa
